"zipcode" "percentile" "superzip" "rank" "city" "state" "adultpop" "households" "college" "income."
"12886" 42.1943 0 NA "Wevertown" "NY" 45 18 "24.44%" 48.2177
"49277" 42.19363 0 9984 "Rives Junction" "MI" 2396 1089 "11.98%" 69.6963
"21561" 42.19248 0 9985 "Swanton" "MD" 1777 760 "16.49%" 61.9187
"46616" 42.19079 0 9986 "South Bend" "IN" 4393 1711 "21.31%" 53.6155
"82937" 42.18913 0 9987 "Lyman" "WY" 1665 795 "10.21%" 72.7352
"32935" 42.18079 0 9988 "Melbourne" "FL" 28703 10939 "19.82%" 56.1653
"36054" 42.17112 0 9989 "Millbrook" "AL" 6543 3130 "18.65%" 58.1947
"46792" 42.16853 0 9990 "Warren" "IN" 2874 1076 "13.33%" 67.358
"82930" 42.16556 0 9991 "Evanston" "WY" 7970 3552 "16.56%" 61.7814
"68956" 42.16314 0 9992 "Kenesaw" "NE" 862 342 "16.71%" 61.5343
"68045" 42.16251 0 9993 "Oakland" "NE" 1420 594 "19.30%" 57.0675
"85242" 42.15999 0 9994 "Queen Creek" "AZ" 7766 3390 "12.76%" 68.3273
"49061" 42.15756 0 9995 "Jones" "MI" 1074 449 "9.68%" 73.627
"13424" 42.15676 0 9996 "Oriskany" "NY" 1863 638 "15.19%" 64.1351
"53576" 42.15586 0 9997 "Orfordville" "WI" 1425 618 "12.98%" 67.9389
"27592" 42.1539 0 9998 "Willow Spring" "NC" 5679 2481 "14.03%" 66.124
"52577" 42.1497 0 9999 "Oskaloosa" "IA" 9650 4005 "19.06%" 57.466
"70121" 42.14444 0 10000 "New Orleans" "LA" 9518 3222 "20.43%" 55.0865
"12838" 42.14172 0 NA "Hartford" "NY" 383 164 "14.88%" 64.6529
"55724" 42.14146 0 10001 "Cotton" "MN" 571 242 "16.99%" 61.0217
"56209" 42.14083 0 10002 "Atwater" "MN" 1701 729 "14.58%" 65.1707
"61561" 42.13985 0 10003 "Roanoke" "IL" 1889 804 "12.86%" 68.1259
"33993" 42.13854 0 10004 "Cape Coral" "FL" 2858 1211 "13.93%" 66.291
"51003" 42.13749 0 10005 "Alton" "IA" 966 438 "18.74%" 57.998
"61334" 42.13709 0 NA "Lostant" "IL" 498 210 "13.45%" 67.1
"39553" 42.1342 0 10006 "Gautier" "MS" 10017 4614 "17.24%" 60.5732
"84118" 42.12223 0 10007 "Salt Lake City" "UT" 33590 15558 "13.81%" 66.4836
"92841" 42.10745 0 10008 "Garden Grove" "CA" 20261 7333 "15.23%" 64.038
"61376" 42.10147 0 10009 "Walnut" "IL" 1515 615 "14.98%" 64.4542
"15360" 42.10069 0 10010 "Scenery Hill" "PA" 1336 562 "14.45%" 65.3
"97604" 42.10032 0 NA "Crater Lake" "OR" 25 13 "20%" 55.807
"91786" 42.09203 0 10011 "Upland" "CA" 30149 12241 "18.78%" 57.912
"58018" 42.0837 0 NA "Colfax" "ND" 192 76 "14.06%" 66.033
"44050" 42.08261 0 10012 "Lagrange" "OH" 3784 1698 "8.80%" 75.1
"15931" 42.07969 0 10013 "Ebensburg" "PA" 6880 2458 "18.20%" 58.9021
"30107" 42.07637 0 10014 "Ball Ground" "GA" 5190 2295 "13.62%" 66.7856
"93225" 42.07415 0 10015 "Frazier Park" "CA" 2928 1258 "18.48%" 58.4196
"61021" 42.06886 0 10016 "Dixon" "IL" 16344 5709 "14.63%" 65.0491
"12463" 42.06411 0 10017 "Palenville" "NY" 946 344 "14.16%" 65.8468
"50521" 42.06383 0 NA "Burnside" "IA" 73 24 "19.18%" 57.207
"21912" 42.0636 0 10018 "Warwick" "MD" 761 338 "13.93%" 66.2521
"4981" 42.06298 0 10019 "Stockton Springs" "ME" 1490 630 "20.20%" 55.437
"6053" 42.05651 0 10020 "New Britain" "CT" 22101 8443 "18.22%" 58.8472
"38668" 42.04831 0 10021 "Senatobia" "MS" 7763 3453 "16.91%" 61.0989
"98823" 42.04454 0 10022 "Ephrata" "WA" 6011 2614 "19.38%" 56.846
"29838" 42.0428 0 NA "Modoc" "SC" 318 130 "11.32%" 70.7293
"80211" 42.03605 0 10023 "Denver" "CO" 24291 8315 "23.37%" 49.962
"70451" 42.02935 0 NA "Natalbany" "LA" 87 48 "21.84%" 52.6008
"55052" 42.02896 0 10024 "Morristown" "MN" 1352 589 "13.02%" 67.7925
"48161" 42.02409 0 10025 "Monroe" "MI" 16401 6784 "12.94%" 67.918
"76872" 42.01947 0 NA "Rochelle" "TX" 415 171 "26.75%" 44.131
"61727" 42.01746 0 10026 "Clinton" "IL" 6907 2832 "13.87%" 66.3188
"13846" 42.0155 0 NA "Treadwell" "NY" 218 79 "22.48%" 51.4867
"67039" 42.01482 0 10027 "Douglass" "KS" 2266 979 "13.02%" 67.7846
"51560" 42.01381 0 10028 "Oakland" "IA" 1390 566 "15.61%" 63.315
"83810" 42.01321 0 10029 "Cataldo" "ID" 824 355 "18.08%" 59.0551
"24944" 42.01287 0 NA "Green Bank" "WV" 414 186 "22.95%" 50.669
"57030" 42.01228 0 10030 "Garretson" "SD" 1721 697 "16.21%" 62.2744
"86040" 42.01029 0 10031 "Page" "AZ" 5546 2491 "16.75%" 61.3434
"67432" 42.00758 0 10032 "Clay Center" "KS" 4309 1782 "17.96%" 59.2538
"46986" 42.00607 0 10033 "Swayzee" "IN" 1221 532 "10.48%" 72.1402
"99003" 42.00488 0 10034 "Chattaroy" "WA" 3085 1371 "15.33%" 63.7821
"61279" 42.00384 0 10035 "Reynolds" "IL" 693 292 "14.72%" 64.8347
"61201" 41.99683 0 10036 "Rock Island" "IL" 24864 9380 "18.38%" 58.5229
"34746" 41.98654 0 10037 "Kissimmee" "FL" 12623 4780 "19.10%" 57.2781
"2808" 41.98271 0 10038 "Bradford" "RI" 1363 559 "16.21%" 62.2469
"90605" 41.97633 0 10039 "Whittier" "CA" 21867 8558 "13.11%" 67.6016
"81641" 41.96969 0 10040 "Meeker" "CO" 2317 940 "18.73%" 57.9083
"83705" 41.96438 0 10041 "Boise" "ID" 17021 6663 "21.22%" 53.6129
"58243" 41.95959 0 NA "Hoople" "ND" 439 184 "19.13%" 57.207
"82721" 41.95908 0 10042 "Moorcroft" "WY" 1408 603 "15.06%" 64.2319
"12418" 41.95858 0 NA "Cornwallville" "NY" 402 155 "20.40%" 55.0277
"23325" 41.95549 0 10043 "Chesapeake" "VA" 10857 4711 "17.25%" 60.4464
"67860" 41.95202 0 10044 "Lakin" "KS" 1800 815 "16.61%" 61.5487
"38053" 41.94656 0 10045 "Millington" "TN" 18096 7765 "13.18%" 67.4538
"81222" 41.94152 0 NA "Coaldale" "CO" 264 128 "21.59%" 52.957
"24574" 41.94082 0 10046 "Monroe" "VA" 2281 1013 "17.19%" 60.545
"55792" 41.93806 0 10047 "Virginia" "MN" 7776 2811 "17.73%" 59.6004
"66754" 41.93584 0 NA "Mapleton" "KS" 309 105 "23.95%" 48.8859
"83864" 41.93278 0 10048 "Sandpoint" "ID" 10856 4374 "21.54%" 53.0401
"50069" 41.92963 0 10049 "De Soto" "IA" 611 272 "13.26%" 67.3034
"63747" 41.9294 0 NA "Friedheim" "MO" 228 106 "15.79%" 62.9282
"98625" 41.9285 0 10050 "Kalama" "WA" 3040 1274 "15.39%" 63.6016
"15672" 41.927 0 10051 "New Stanton" "PA" 2405 888 "17.01%" 60.823
"68770" 41.92603 0 10052 "Ponca" "NE" 1138 488 "19.42%" 56.6622
"27808" 41.92525 0 10053 "Bath" "NC" 1705 750 "19.24%" 56.9734
"98639" 41.92467 0 NA "North Bonneville" "WA" 375 158 "19.73%" 56.1182
"61953" 41.92341 0 10054 "Tuscola" "IL" 4219 1775 "16.69%" 61.3604
"93544" 41.92202 0 10055 "Llano" "CA" 858 343 "18.53%" 58.1764
"43547" 41.92176 0 NA "Neapolis" "OH" 92 33 "5.43%" 80.744
"37189" 41.9213 0 10056 "Whites Creek" "TN" 1569 654 "15.42%" 63.5297
"51108" 41.91988 0 10057 "Sioux City" "IA" 3586 1473 "17.79%" 59.4487
"68943" 41.91883 0 NA "Hardy" "NE" 228 108 "21.93%" 52.3
"84726" 41.9186 0 10058 "Escalante" "UT" 628 276 "24.04%" 48.6584
"70645" 41.91814 0 10059 "Hackberry" "LA" 1047 415 "12.99%" 67.7075
"66849" 41.91775 0 NA "Dwight" "KS" 369 156 "19.51%" 56.4647
"45369" 41.91708 0 10060 "South Vienna" "OH" 2061 913 "10.00%" 72.864
"55965" 41.91608 0 10061 "Preston" "MN" 1590 615 "15.28%" 63.745
"47832" 41.91544 0 10062 "Bloomingdale" "IN" 732 332 "16.67%" 61.3565
"1022" 41.91482 0 10063 "Chicopee" "MA" 1550 492 "15.81%" 62.838
"45339" 41.91413 0 10064 "Ludlow Falls" "OH" 926 406 "8.64%" 75.18
"37152" 41.91388 0 NA "Ridgetop" "TN" 16 9 "25%" 46.9925
"44403" 41.91306 0 10065 "Brookfield" "OH" 2940 1179 "15.68%" 63.0524
"44883" 41.90707 0 10066 "Tiffin" "OH" 18888 7803 "17.12%" 60.568
"95982" 41.90137 0 10067 "Sutter" "CA" 1870 870 "17.43%" 60.0306
"4210" 41.89648 0 10068 "Auburn" "ME" 15944 5961 "18.87%" 57.55
"50126" 41.89087 0 10069 "Iowa Falls" "IA" 4530 1821 "20.18%" 55.301
"55602" 41.88956 0 NA "Brimson" "MN" 209 82 "21.53%" 52.957
"97220" 41.8845 0 10070 "Portland" "OR" 18242 6330 "16.92%" 60.908
"41018" 41.87483 0 10071 "Erlanger" "KY" 17002 7054 "15.77%" 62.8759
"56277" 41.86955 0 10072 "Olivia" "MN" 2226 856 "17.79%" 59.4029
"83118" 41.86883 0 NA "Etna" "WY" 389 179 "16.97%" 60.82
"13333" 41.8687 0 NA "East Springfield" "NY" 101 42 "24.75%" 47.4
"68843" 41.86851 0 10073 "Hampton" "NE" 590 264 "15.42%" 63.4735
"49905" 41.8681 0 10074 "Atlantic Mine" "MI" 896 375 "20.98%" 53.8901
"42040" 41.86766 0 10075 "Farmington" "KY" 685 297 "21.46%" 53.0663
"93651" 41.86725 0 10076 "Prather" "CA" 810 361 "19.26%" 56.8439
"62338" 41.86679 0 10077 "Fowler" "IL" 893 384 "14.56%" 64.9445
"92025" 41.85881 0 10078 "Escondido" "CA" 28160 10726 "20.12%" 55.3559
"73169" 41.85078 0 10079 "Oklahoma City" "OK" 1124 484 "16.64%" 61.3565
"4645" 41.85045 0 NA "Isle au Haut" "ME" 57 20 "26.32%" 44.6767
"59901" 41.84336 0 10080 "Kalispell" "MT" 25763 10693 "21.68%" 52.6583
"46805" 41.83228 0 10081 "Fort Wayne" "IN" 14639 5189 "20.22%" 55.1728
"93668" 41.82808 0 10082 "Tranquillity" "CA" 653 282 "14.70%" 64.6791
"47711" 41.82262 0 10083 "Evansville" "IN" 19263 7913 "16.88%" 60.9263
"54540" 41.81712 0 10084 "Land O Lakes" "WI" 753 301 "20.85%" 54.0744
"32669" 41.81557 0 10085 "Newberry" "FL" 4899 2046 "18.66%" 57.8534
"33184" 41.81058 0 10086 "Miami" "FL" 13284 5366 "19.55%" 56.3117
"64701" 41.80455 0 10087 "Harrisonville" "MO" 8681 3648 "12.97%" 67.6486
"59931" 41.80212 0 NA "Rollins" "MT" 187 78 "25.67%" 45.76
"29349" 41.7977 0 10088 "Inman" "SC" 15900 6821 "15.03%" 64.105
"55368" 41.79295 0 10089 "Norwood Young America" "MN" 1433 595 "10.19%" 72.4384
"52325" 41.79243 0 NA "Parnell" "IA" 462 198 "15.37%" 63.5114
"79733" 41.79226 0 NA "Forsan" "TX" 149 78 "22.82%" 50.669
"85345" 41.7832 0 10090 "Peoria" "AZ" 32860 13545 "14.05%" 65.776
"68803" 41.77044 0 10091 "Grand Island" "NE" 13647 5576 "16.85%" 60.9446
"17088" 41.76649 0 10092 "Schaefferstown" "PA" 717 293 "12.83%" 67.874
"52747" 41.76596 0 10093 "Durant" "IA" 1229 530 "12.94%" 67.6879
"57058" 41.76525 0 10094 "Salem" "SD" 1341 538 "18.27%" 58.4915
"60459" 41.75987 0 10095 "Burbank" "IL" 18263 7293 "9.64%" 73.3681
"66544" 41.75478 0 NA "Vermillion" "KS" 265 105 "15.85%" 62.6562
"55936" 41.7544 0 10096 "Grand Meadow" "MN" 1136 448 "13.38%" 66.8981
"21667" 41.75403 0 NA "Still Pond" "MD" 195 77 "24.62%" 47.5364
"50702" 41.75041 0 10097 "Waterloo" "IA" 12997 5032 "20.28%" 55.0041
"33763" 41.74267 0 10098 "Clearwater" "FL" 15176 5083 "18.90%" 57.3735
"78124" 41.73771 0 10099 "Marion" "TX" 2923 1239 "15.16%" 63.8331
"61370" 41.73665 0 10100 "Tonica" "IL" 944 380 "13.03%" 67.495
"49719" 41.73605 0 10101 "Cedarville" "MI" 1233 499 "20.60%" 54.4497
"48876" 41.73514 0 10102 "Potterville" "MI" 2079 950 "10.92%" 71.1308
"83626" 41.73439 0 10103 "Greenleaf" "ID" 667 309 "17.39%" 59.9652
"41754" 41.73416 0 NA "Krypton" "KY" 164 93 "24.39%" 47.9039
"14111" 41.73352 0 10104 "North Collins" "NY" 2149 868 "14.15%" 65.552
"64655" 41.73288 0 NA "Lucerne" "MO" 224 80 "26.34%" 44.5407
"69169" 41.73269 0 NA "Wallace" "NE" 471 216 "20.38%" 54.8041
"59840" 41.73014 0 10105 "Hamilton" "MT" 8805 3430 "25.10%" 46.6721
"64443" 41.7275 0 10106 "Easton" "MO" 788 343 "16.37%" 61.703
"13790" 41.72354 0 10107 "Johnson City" "NY" 13663 4895 "20.10%" 55.2774
"99134" 41.71967 0 NA "Harrington" "WA" 423 171 "20.33%" 54.8721
"31061" 41.71302 0 10108 "Milledgeville" "GA" 23829 9763 "18.93%" 57.2833
"48631" 41.70562 0 10109 "Kawkawlin" "MI" 3135 1301 "12.06%" 69.1236
"46040" 41.70347 0 10110 "Fortville" "IN" 4667 1560 "15.02%" 64.0174
"66939" 41.70205 0 10111 "Courtland" "KS" 507 230 "20.71%" 54.2104
"64192" 41.70189 0 NA "Kansas City" "MO" 17 7 "0%" 89.897
"65062" 41.70189 0 NA "Mount Sterling" "MO" 12 7 "0%" 89.897
"24094" 41.70189 0 NA "Goldbond" "VA" 36 4 "0%" 89.897
"19401" 41.69493 0 10112 "Norristown" "PA" 25277 8983 "16.91%" 60.7576
"12047" 41.68452 0 10113 "Cohoes" "NY" 12627 4550 "18.09%" 58.7177
"17309" 41.68068 0 10114 "Brogue" "PA" 1403 597 "8.41%" 75.3909
"53549" 41.67836 0 10115 "Jefferson" "WI" 7028 2606 "13.29%" 66.9778
"32664" 41.6763 0 NA "Mc Intosh" "FL" 485 172 "20.62%" 54.3477
"49238" 41.67586 0 10116 "Deerfield" "MI" 1106 472 "11.12%" 70.713
"75604" 41.67105 0 10117 "Longview" "TX" 16394 7547 "19.15%" 56.874
"47805" 41.66425 0 10118 "Terre Haute" "IN" 8387 3691 "17.83%" 59.1492
"4989" 41.66146 0 10119 "Vassalboro" "ME" 1814 785 "18.85%" 57.3709
"77538" 41.66082 0 10120 "Devers" "TX" 519 230 "14.84%" 64.2907
"32625" 41.66035 0 10121 "Cedar Key" "FL" 1176 489 "23.64%" 49.1173
"72756" 41.65368 0 10122 "Rogers" "AR" 23123 10018 "18.35%" 58.222
"23976" 41.6473 0 NA "Wylliesburg" "VA" 140 53 "17.86%" 59.076
"53023" 41.64699 0 10123 "Glenbeulah" "WI" 993 388 "12.79%" 67.8016
"61329" 41.64646 0 10124 "Ladd" "IL" 923 381 "13.98%" 65.7565
"56078" 41.64612 0 NA "Pemberton" "MN" 317 140 "14.83%" 64.2907
"53061" 41.64506 0 10125 "New Holstein" "WI" 3563 1412 "12.83%" 67.7336
"59468" 41.64396 0 NA "Power" "MT" 428 188 "20.09%" 55.2094
"5404" 41.64264 0 10126 "Winooski" "VT" 4384 1509 "22.88%" 50.4092
"18428" 41.6395 0 10127 "Hawley" "PA" 7084 2858 "18.20%" 58.4784
"55049" 41.63716 0 10128 "Medford" "MN" 1417 602 "11.86%" 69.4034
"56728" 41.63647 0 10129 "Hallock" "MN" 1119 423 "18.05%" 58.7256
"89406" 41.632 0 10130 "Fallon" "NV" 15145 6550 "16.74%" 60.9812
"56583" 41.62781 0 NA "Tintah" "MN" 124 52 "13.71%" 66.1972
"78643" 41.62661 0 10131 "Llano" "TX" 4268 1743 "20.50%" 54.4903
"59433" 41.6253 0 NA "Dutton" "MT" 471 186 "22.72%" 50.669
"10303" 41.62149 0 10132 "Staten Island" "NY" 13414 5807 "15.44%" 63.2106
"66014" 41.61773 0 NA "Centerville" "KS" 302 130 "9.60%" 73.2635
"18013" 41.61449 0 10133 "Bangor" "PA" 11513 4718 "13.59%" 66.3829
"33920" 41.61042 0 10134 "Alva" "FL" 3303 1366 "16.56%" 61.2597
"53214" 41.60275 0 10135 "Milwaukee" "WI" 24635 8666 "15.14%" 63.7128
"46920" 41.59571 0 10136 "Cutler" "IN" 1019 466 "12.86%" 67.6434
"18657" 41.5931 0 10137 "Tunkhannock" "PA" 8497 3426 "17.82%" 59.0917
"97146" 41.58982 0 10138 "Warrenton" "OR" 3434 1364 "16.25%" 61.7945
"99122" 41.58826 0 10139 "Davenport" "WA" 2270 889 "19.38%" 56.3902
"52404" 41.58206 0 10140 "Cedar Rapids" "IA" 20310 8299 "15.59%" 62.9282
"53954" 41.57528 0 10141 "Pardeeville" "WI" 4395 1800 "13.90%" 65.8324
"37865" 41.57094 0 10142 "Seymour" "TN" 11431 5188 "17.95%" 58.8537
"40047" 41.56537 0 10143 "Mount Washington" "KY" 8853 4039 "12.71%" 67.8853
"71079" 41.56289 0 NA "Summerfield" "LA" 197 91 "22.34%" 51.2827
"55349" 41.56219 0 10144 "Howard Lake" "MN" 2328 1007 "12.97%" 67.4146
"13045" 41.55689 0 10145 "Cortland" "NY" 16987 6356 "20.22%" 54.9218
"67410" 41.55035 0 10146 "Abilene" "KS" 6821 2806 "16.86%" 60.7131
"18810" 41.54736 0 10147 "Athens" "PA" 4110 1659 "19.05%" 56.925
"67457" 41.54607 0 10148 "Little River" "KS" 585 231 "20.34%" 54.6929
"56319" 41.54569 0 10149 "Carlos" "MN" 770 326 "15.32%" 63.3375
"99360" 41.54528 0 10150 "Touchet" "WA" 715 324 "20%" 55.2761
"19492" 41.54503 0 NA "Zieglerville" "PA" 199 85 "9.55%" 73.2805
"19516" 41.54491 0 NA "Centerport" "PA" 220 86 "13.18%" 67.014
"67879" 41.54459 0 10151 "Tribune" "KS" 942 384 "17.52%" 59.5428
"31008" 41.54199 0 10152 "Byron" "GA" 8545 3867 "14.68%" 64.433
"98445" 41.53574 0 10153 "Tacoma" "WA" 14223 5932 "12.89%" 67.4996
"95320" 41.52991 0 10154 "Escalon" "CA" 7035 3014 "12.05%" 68.9432
"61259" 41.52773 0 10155 "Illinois City" "IL" 884 398 "15.72%" 62.6144
"18336" 41.52674 0 10156 "Matamoras" "PA" 2720 1135 "15.66%" 62.7203
"15332" 41.5245 0 10157 "Finleyville" "PA" 5466 2194 "12.92%" 67.4512
"54475" 41.52271 0 10158 "Rudolph" "WI" 1064 464 "13.53%" 66.3855
"46107" 41.52022 0 10159 "Beech Grove" "IN" 7976 3070 "16.40%" 61.4467
"41007" 41.51757 0 10160 "California" "KY" 1676 744 "11.63%" 69.6545
"46161" 41.51665 0 10161 "Morristown" "IN" 1665 762 "12.61%" 67.9677
"81146" 41.5161 0 NA "Mosca" "CO" 340 160 "22.65%" 50.669
"65473" 41.5146 0 10162 "Fort Leonard Wood" "MO" 5115 2333 "25.98%" 44.9212
"66948" 41.51306 0 NA "Jamestown" "KS" 485 187 "14.85%" 64.109
"14718" 41.5125 0 10163 "Cassadaga" "NY" 1560 606 "19.04%" 56.88
"95252" 41.50996 0 10164 "Valley Springs" "CA" 7671 3238 "13.57%" 66.3005
"88351" 41.50784 0 NA "Tinnie" "NM" 95 36 "17.89%" 58.84
"62898" 41.50746 0 10165 "Woodlawn" "IL" 1247 575 "17.80%" 58.9858
"13478" 41.50653 0 10166 "Verona" "NY" 2138 939 "13.89%" 65.725
"72761" 41.50334 0 10167 "Siloam Springs" "AR" 9481 4154 "19.85%" 55.4474
"29429" 41.50026 0 10168 "Awendaw" "SC" 1737 732 "19.63%" 55.824
"5874" 41.49969 0 NA "Westfield" "VT" 353 139 "17.56%" 59.3872
"62271" 41.49923 0 10169 "Okawville" "IL" 1349 581 "14.23%" 65.1224
"55070" 41.49798 0 10170 "Saint Francis" "MN" 3168 1483 "10.20%" 72.0696
"79605" 41.4916 0 10171 "Abilene" "TX" 20087 8745 "22.10%" 51.5482
"84624" 41.48526 0 10172 "Delta" "UT" 2990 1415 "17.36%" 59.7246
"20640" 41.48296 0 10173 "Indian Head" "MD" 5401 2262 "11.76%" 69.376
"49676" 41.48087 0 10174 "Rapid City" "MI" 2204 904 "18.74%" 57.3434
"37760" 41.4782 0 10175 "Jefferson City" "TN" 7561 3222 "21.29%" 52.939
"44515" 41.47067 0 10176 "Youngstown" "OH" 19871 8012 "16.34%" 61.474
"40071" 41.46348 0 10177 "Taylorsville" "KY" 6323 2804 "11.04%" 70.6025
"7307" 41.45364 0 10178 "Jersey City" "NJ" 29506 11077 "20.07%" 55.0381
"43206" 41.44116 0 10179 "Columbus" "OH" 15973 5599 "25.00%" 46.5414
"92004" 41.43618 0 10180 "Borrego Springs" "CA" 2198 807 "22.84%" 50.2615
"56048" 41.43488 0 10181 "Janesville" "MN" 2514 1039 "14.44%" 64.7353
"68351" 41.43399 0 10182 "Exeter" "NE" 724 288 "17.27%" 59.8632
"49251" 41.43268 0 10183 "Leslie" "MI" 4068 1719 "10.37%" 71.7362
"38459" 41.43149 0 NA "Frankewing" "TN" 262 113 "20.99%" 53.435
"18840" 41.42936 0 10184 "Sayre" "PA" 7522 2944 "20.07%" 55.0159
"2639" 41.42662 0 10185 "Dennis Port" "MA" 2454 892 "20.90%" 53.5828
"30121" 41.42316 0 10186 "Cartersville" "GA" 10148 4251 "13.89%" 65.6585
"77481" 41.42034 0 NA "Thompsons" "TX" 142 58 "16.90%" 60.476
"55430" 41.41662 0 10187 "Minneapolis" "MN" 13404 5199 "15.18%" 63.436
"14869" 41.41269 0 10188 "Odessa" "NY" 914 391 "17.94%" 58.6785
"46919" 41.41201 0 10189 "Converse" "IN" 1582 689 "15.74%" 62.4666
"12852" 41.41148 0 NA "Newcomb" "NY" 376 139 "20.21%" 54.7557
"5764" 41.41075 0 10190 "Poultney" "VT" 2262 870 "21.26%" 52.939
"52645" 41.40956 0 10191 "New London" "IA" 2071 903 "14.58%" 64.4542
"95338" 41.40701 0 10192 "Mariposa" "CA" 7240 2821 "20.19%" 54.7845
"82837" 41.40501 0 NA "Leiter" "WY" 17 8 "23.53%" 49.03
"55601" 41.40497 0 NA "Beaver Bay" "MN" 144 55 "17.36%" 59.6592
"28120" 41.40199 0 10193 "Mount Holly" "NC" 10709 4546 "12.66%" 67.753
"78606" 41.39827 0 10194 "Blanco" "TX" 2849 1172 "19.90%" 55.2761
"67119" 41.39717 0 10195 "Oxford" "KS" 1144 492 "18.71%" 57.333
"12601" 41.39008 0 10196 "Poughkeepsie" "NY" 24689 9022 "18.72%" 57.31
"67952" 41.38319 0 NA "Moscow" "KS" 409 185 "21.52%" 52.4857
"98376" 41.38273 0 10197 "Quilcene" "WA" 1271 484 "18.65%" 57.4284
"59914" 41.38231 0 NA "Dayton" "MT" 255 98 "25.10%" 46.3112
"95370" 41.37729 0 10198 "Sonora" "CA" 18042 7111 "18.66%" 57.4049
"28729" 41.37176 0 10199 "Etowah" "NC" 2109 892 "19.11%" 56.6243
"68666" 41.37086 0 10200 "Stromsburg" "NE" 1159 448 "16.82%" 60.5549
"32833" 41.36962 0 10201 "Orlando" "FL" 3378 1419 "15.42%" 62.9674
"27330" 41.35896 0 10202 "Sanford" "NC" 35470 14978 "17.39%" 59.582
"50161" 41.34886 0 10203 "Maxwell" "IA" 1315 599 "12.02%" 68.8307
"53901" 41.34594 0 10204 "Portage" "WI" 9312 3438 "15.46%" 62.885
"43140" 41.33923 0 10205 "London" "OH" 15154 5102 "13.38%" 66.4692
"84029" 41.33411 0 10206 "Grantsville" "UT" 3505 1665 "13.55%" 66.1763
"44857" 41.32914 0 10207 "Norwalk" "OH" 14574 6150 "15.19%" 63.3506
"71603" 41.31882 0 10208 "Pine Bluff" "AR" 23020 9751 "19.87%" 55.2787
"96027" 41.3121 0 10209 "Etna" "CA" 1481 615 "22.35%" 51.0094
"54945" 41.31102 0 10210 "Iola" "WI" 2459 980 "14.56%" 64.433
"97343" 41.31026 0 NA "Eddyville" "OR" 286 135 "19.58%" 55.7769
"37209" 41.30412 0 10211 "Nashville" "TN" 22108 7466 "21.34%" 52.7433
"32962" 41.29397 0 10212 "Vero Beach" "FL" 14866 5997 "19.04%" 56.7
"61054" 41.28916 0 10213 "Mount Morris" "IL" 2647 1058 "15.79%" 62.2992
"8346" 41.28829 0 10214 "Newtonville" "NJ" 501 153 "3.79%" 82.975
"15145" 41.28659 0 10215 "Turtle Creek" "PA" 5703 2024 "17.78%" 58.8707
"30725" 41.28438 0 10216 "Flintstone" "GA" 2346 991 "16.37%" 61.2937
"53510" 41.2835 0 10217 "Belmont" "WI" 856 367 "16.59%" 60.9119
"68846" 41.28321 0 NA "Hordville" "NE" 212 101 "14.15%" 65.108
"55090" 41.28308 0 NA "Willernie" "MN" 249 111 "13.25%" 66.6509
"61482" 41.2829 0 NA "Table Grove" "IL" 395 175 "14.94%" 63.745
"62611" 41.28257 0 10218 "Arenzville" "IL" 810 336 "16.54%" 60.9733
"30168" 41.27893 0 10219 "Austell" "GA" 12459 5139 "19.29%" 56.243
"30648" 41.27511 0 10220 "Lexington" "GA" 1436 645 "16.78%" 60.5588
"55707" 41.27414 0 10221 "Barnum" "MN" 2091 899 "15.49%" 62.7765
"46394" 41.27116 0 10222 "Whiting" "IN" 8776 3267 "16.53%" 60.9851
"79118" 41.26661 0 10223 "Amarillo" "TX" 7779 3593 "15.75%" 62.3385
"15203" 41.26252 0 10224 "Pittsburgh" "PA" 7152 1921 "21.91%" 51.7155
"60557" 41.26053 0 NA "Wedron" "IL" 79 48 "0%" 89.467
"62440" 41.26025 0 10225 "Lerna" "IL" 930 441 "16.56%" 60.9302
"55027" 41.25956 0 10226 "Goodhue" "MN" 1603 697 "12.23%" 68.391
"56241" 41.2583 0 10227 "Granite Falls" "MN" 2967 1156 "16.21%" 61.5238
"61001" 41.25728 0 10228 "Apple River" "IL" 775 318 "16.39%" 61.2192
"58239" 41.25705 0 NA "Hannah" "ND" 64 27 "21.88%" 51.7587
"68131" 41.25495 0 10229 "Omaha" "NE" 7580 2237 "27.61%" 41.8719
"67104" 41.25236 0 10230 "Medicine Lodge" "KS" 1872 805 "21.21%" 52.906
"33707" 41.24594 0 10231 "Saint Petersburg" "FL" 21521 6829 "20.80%" 53.6024
"31038" 41.23987 0 10232 "Hillsboro" "GA" 574 220 "13.59%" 66.033
"99550" 41.23967 0 NA "Port Lions" "AK" 174 79 "19.54%" 55.7769
"52655" 41.23875 0 10233 "West Burlington" "IA" 3189 1330 "14.96%" 63.6722
"22645" 41.23732 0 10234 "Middletown" "VA" 2027 844 "15.44%" 62.838
"62441" 41.23537 0 10235 "Marshall" "IL" 5049 2069 "15.43%" 62.8576
"66835" 41.23375 0 10236 "Americus" "KS" 858 398 "18.18%" 58.1071
"40370" 41.23298 0 10237 "Sadieville" "KY" 1974 829 "11.04%" 70.4051
"56044" 41.23208 0 10238 "Henderson" "MN" 1280 518 "12.50%" 67.8945
"46750" 41.22691 0 10239 "Huntington" "IN" 17540 7579 "15.05%" 63.497
"58558" 41.22197 0 NA "Menoken" "ND" 465 205 "14.19%" 64.972
