"","ZIP","LICENSE_NBR","LIC_STATUS","BUSINESS_NAME","BUSINESS_NAME2","BUILDING","STREET","CITY","STATE","SWC_TYPE","SWC_SQ_FT","SWC_TABLES","SWC_CHAIRS","DOHMH","LATITUDE","LONGITUDE","COMMUNITY_DISTRICT","CITY_COUNCIL_DISTRICT","CD_URL","APP_ID","APP_SWC_TYPE","APP_SQ_FT","APP_TABLES","APP_CHAIRS","APP_STATUS","APP_STATUS_DATE","EXPIRATION_DATE","APP_TOO_DATE","SUBMIT_DATE","INTAKE","INTAKE_DD","DPQA","SEND_PACKAGE_DD","CP","CP_DD","CB","CB_DD","HEARING","HEARING_DD","HEARING_PUBLIC","HEARING_PUBLIC_DD","CC","CC_DD","MOO","MOO_DD","ISSUANCE","ISSUANCE_DD","BOROUGH","STATUS_CLASSIFICATION","STATUS_CLASSIFICATION2","percentile","superzip","rank","city.x","state.x","adultpop","households","college","income.","area","avg","city.y","state.y","latitude","longitude","nbh","SUBMIT_YEAR"
"11",11201,"1319786-DCA","Active","TAZZINI CORP.",NA,"311","HENRY ST","BROOKLYN","NY","Unenclosed",285,10,26,"41106262",40.69094405,-73.99602984,302,33,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","25843-2015-RSWC","Unenclosed",285,10,26,"Application Review Completed",2016-07-12,2017-09-15,"12/15/2015",2015-09-01,"Ready For Review","9/1/2015","Approved","10/26/2015","Pending Review","9/1/2015","Review Period Expired","10/22/2015","Waived","10/23/2015",NA,NA,"Approved","7/12/2016","Approved","7/12/2016","Issued","7/12/2016","BROOKLYN","ACTIVE","ACTIVE",94.71729,0,831,"Brooklyn","NY",36260,9089,"57.51%",109.175,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.695286,-73.98907,"Brooklyn Heights & Fort Greene",2015
"12",11201,"1418616-DCA","Active","PEDRO'S BAR & RESTAURANT, INC.",NA,"73","JAY ST","BROOKLYN","NY","Unenclosed",280,7,13,"41619116",40.70252077,-73.9865907,302,33,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","15357-2014-RSWC","Unenclosed",280,7,13,"Pending Review",2017-01-04,2017-04-15,"4/15/2017",2016-09-16,"Ready For Review","9/16/2014","Issued Temp Op Letter","9/19/2016","Pending Review","9/16/2014","Review Period Expired","11/9/2016","Pending Review","11/9/2016","SWC Public Hearing",NA,"Pending Review",NA,"Pending Review",NA,"Pending Review",NA,"BROOKLYN","RENEWAL","ACTIVE",94.71729,0,831,"Brooklyn","NY",36260,9089,"57.51%",109.175,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.695286,-73.98907,"Brooklyn Heights & Fort Greene",2016
"13",11201,"1389508-DCA","Active","SHAKE SHACK FULTON STREET BROOKLYN LLC","SHAKE SHACK","409","FULTON ST","BROOKLYN","NY","Enclosed",613,16,62,"41583286",40.69211008,-73.98858332,302,33,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","129-2013-RSWC","Enclosed",613,16,62,"Application Review Completed",2015-09-22,2017-05-15,"7/30/2015",2015-07-07,NA,NA,"Approved",NA,"Proceed","5/8/2014","Recommend Approval","5/8/2014","Recommendation Issued","5/8/2014","SWC Public Hearing",NA,"Approved","5/19/2015","Approved","5/19/2015","Issued","9/22/2015","BROOKLYN","ACTIVE","ACTIVE",94.71729,0,831,"Brooklyn","NY",36260,9089,"57.51%",109.175,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.695286,-73.98907,"Brooklyn Heights & Fort Greene",2015
"14",11201,"2023884-DCA","Active","R&G 86 LLC","NUMERO 28","68","BERGEN ST","BROOKLYN","NY","Unenclosed",203,10,24,"50034797",40.68671682,-73.99094961,302,33,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","4296-2015-ASWC","Unenclosed",203,10,24,"Application Review Completed",2015-08-20,2017-12-15,NA,2015-04-07,"Ready For Review","4/7/2015","Approved","6/10/2015",NA,NA,"Review Period Expired","6/1/2015","Recommendation Issued","6/3/2015","SWC Public Hearing",NA,"Approved","7/10/2015","Approved","7/10/2015","Issued","7/27/2015","BROOKLYN","ACTIVE","ACTIVE",94.71729,0,831,"Brooklyn","NY",36260,9089,"57.51%",109.175,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.695286,-73.98907,"Brooklyn Heights & Fort Greene",2015
"15",11201,"2025204-DCA","Active","DUMBO REAL ESTATE HOLDINGS LLC","STARBUCKS","228","DUFFIELD ST","BROOKLYN","NY","Unenclosed",139,6,16,"50034907",40.6914838,-73.98452669,302,33,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","5958-2015-ASWC","Unenclosed",139,6,16,"Application Review Completed",2015-12-15,2017-12-15,NA,2015-05-01,"Ready For Review","5/6/2015","Approved","7/8/2015","Pending Review","5/6/2015","Recommend Approval","6/24/2015","Recommendation Issued","6/24/2015","SWC Public Hearing",NA,"Approved","12/15/2015","Approved","12/15/2015","Issued","12/15/2015","BROOKLYN","ACTIVE","ACTIVE",94.71729,0,831,"Brooklyn","NY",36260,9089,"57.51%",109.175,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.695286,-73.98907,"Brooklyn Heights & Fort Greene",2015
"16",11201,"0767745-DCA","Active","FOODS FOR JUNIORS INC","JUNIORS RESTAURANT","386","FLATBUSH AVENUE EXT","BROOKLYN","NY","Enclosed",123,19,58,"40364581",40.69017963,-73.98179371,302,33,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","106-2013-RSWC","Enclosed",123,19,58,"Application Review Completed",2015-06-16,2017-05-15,NA,2015-06-16,NA,NA,"Approved",NA,"Proceed","3/31/2015","Review Period Expired","5/11/2015","Recommendation Issued","5/11/2015","SWC Public Hearing",NA,"Review Period Expired","6/1/2015","Approved","6/6/2015","Issued","6/16/2015","BROOKLYN","ACTIVE","ACTIVE",94.71729,0,831,"Brooklyn","NY",36260,9089,"57.51%",109.175,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.695286,-73.98907,"Brooklyn Heights & Fort Greene",2015
"17",11203,"2038114-DCA","Active","FOOTPRINTS CAFE INC.",NA,"5814","CLARENDON RD","BROOKLYN","NY","Unenclosed",184,8,16,"40765947",40.64495578,-73.92112349,317,45,"http://www.nyc.gov/html/cau/html/cb/cb.shtml","3432-2016-ASWC","Unenclosed",184,8,16,"Application Review Completed",2016-06-28,2018-12-15,NA,2016-03-22,"Ready For Review","3/22/2016","Approved","6/7/2016","Pending Review","3/26/2016","Review Period Expired","5/16/2016","Recommendation Issued","5/25/2016","SWC Public Hearing","5/11/2016","Approved","6/28/2016","Approved","6/28/2016","Issued","6/28/2016","BROOKLYN","ACTIVE","ACTIVE",36.6087,0,11417,"Brooklyn","NY",53501,20705,"16.26%",57.241,"East Flatbush, Farragut & Rugby",57.241,"Brooklyn","NY",40.649059,-73.93304,"East Flatbush, Farragut & Rugby",2016
"18",11204,"1379042-DCA","Active","M STAR HONG KONG CAFE, INC.","JIN JIN HONG KONG CAFE","6224","18TH AVE","BROOKLYN","NY","Enclosed",244,4,16,"41548756",40.62052623,-73.98887293,311,38,"http://www.brooklyncb11.org/","7825-2016-RSWC","Enclosed",244,4,16,"Application Review Completed",2016-05-05,2018-05-15,NA,2016-05-05,"Ready For Review","5/5/2016","Approved",NA,"Pending Review",NA,"Pending Review",NA,"Pending Review",NA,NA,NA,"Pending Review",NA,"Pending Review",NA,"Issued","5/5/2016","BROOKLYN","ACTIVE","ACTIVE",35.0085,0,11822,"Brooklyn","NY",48359,18939,"19.56%",50.2432,"Bensonhurst & Bath Beach",51.40216667,"Brooklyn","NY",40.618944,-73.98473,"Bensonhurst & Bath Beach",2016
"19",11205,"2002605-DCA","Active","IL PORTO BRICK OVEN RISTORANTE LLC","IL PORTO","37","WASHINGTON AVE","BROOKLYN","NY","Unenclosed",207,8,18,"50004351",40.69748033,-73.9675684,302,35,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","13293-2015-RSWC","Unenclosed",207,8,18,"Application Review Completed",2015-08-20,2017-04-15,"7/15/2015",2015-03-25,"Ready For Review","3/25/2015","Approved","3/25/2015",NA,NA,"Recommend Approval","5/20/2015","Recommendation Issued","5/20/2015","SWC Public Hearing",NA,"Review Period Expired","6/10/2015","Approved","7/8/2015","Issued","7/8/2015","BROOKLYN","ACTIVE","ACTIVE",27.78091,0,13970,"Brooklyn","NY",20789,7256,"24.46%",35.7824,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.694214,-73.96529,"Brooklyn Heights & Fort Greene",2015
"20",11205,"2038094-DCA","Active","BROOKLYN BROWNSTONE KITCHEN LLC","MAISON MAY VANDERBILT","270","VANDERBILT AVE","BROOKLYN","NY","Unenclosed",90,6,12,"50047632",40.68909821,-73.96904007,302,35,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","3166-2016-ASWC","Unenclosed",90,6,12,"Application Review Completed",2016-06-29,2018-12-15,NA,2016-03-17,"Ready For Review","3/17/2016","Approved","6/7/2016","Pending Review","3/18/2016","Review Period Expired","5/8/2016","Recommendation Issued","5/16/2016","SWC Public Hearing","5/4/2016","Approved","6/29/2016","Approved","6/29/2016","Issued","6/29/2016","BROOKLYN","ACTIVE","ACTIVE",27.78091,0,13970,"Brooklyn","NY",20789,7256,"24.46%",35.7824,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.694214,-73.96529,"Brooklyn Heights & Fort Greene",2016
"21",11205,"1380992-DCA","Active","SELVAM CORP.","DINO RESTAURANT","222","DEKALB AVE","BROOKLYN","NY","Unenclosed",77,4,8,"41477231",40.68930994,-73.97048592,302,35,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","33171-2015-RSWC","Unenclosed",77,4,8,"Application Review Completed",2016-11-22,2017-12-15,"11/30/2016",2015-12-14,"Ready For Review","12/17/2015","Approved","4/29/2016","Pending Review","2/17/2016","Review Period Expired","4/8/2016","Recommendation Issued","4/21/2016","SWC Public Hearing","4/6/2016","Approved","11/1/2016","Approved","11/1/2016","Issued","11/22/2016","BROOKLYN","ACTIVE","ACTIVE",27.78091,0,13970,"Brooklyn","NY",20789,7256,"24.46%",35.7824,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.694214,-73.96529,"Brooklyn Heights & Fort Greene",2015
"22",11205,"2025571-DCA","Active","STONEFRUIT INC.","STONEFRUIT ESPRESSO & KITCHEN","1058","BEDFORD AVE","BROOKLYN","NY","Unenclosed",121,6,12,"50035679",40.68879172,-73.95515409,303,36,"http://cb3brooklyn.org","6936-2015-ASWC","Unenclosed",121,6,12,"Application Review Completed",2015-09-16,2017-04-15,NA,2015-05-18,"Ready For Review","5/20/2015","Approved","7/16/2015",NA,NA,"Recommend Approval","6/29/2015","Recommendation Issued","7/8/2015","SWC Public Hearing",NA,"Approved","8/21/2015","Approved","8/21/2015","Issued","8/25/2015","BROOKLYN","ACTIVE","ACTIVE",27.78091,0,13970,"Brooklyn","NY",20789,7256,"24.46%",35.7824,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.694214,-73.96529,"Brooklyn Heights & Fort Greene",2015
"23",11205,"1221167-DCA","Active","MADIBA CORPORATION","MADIBA","195","DEKALB AVE","BROOKLYN","NY","Unenclosed",457,18,36,"40684161",40.68969729,-73.97182714,302,35,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","6775-2016-RSWC","Unenclosed",457,18,36,"Application Review Completed",2016-04-15,2018-04-15,NA,2016-04-15,"Ready For Review","4/15/2016","Approved",NA,"Proceed","4/15/2016","Recommend Approval","4/15/2016","Waived","4/15/2016",NA,NA,"Approved","4/15/2016","Approved","4/15/2016","Issued","4/15/2016","BROOKLYN","ACTIVE","ACTIVE",27.78091,0,13970,"Brooklyn","NY",20789,7256,"24.46%",35.7824,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.694214,-73.96529,"Brooklyn Heights & Fort Greene",2016
"24",11205,"2035055-DCA","Active","SUSHI D INC",NA,"207","DEKALB AVE","BROOKLYN","NY","Unenclosed",235,6,24,"50033833",40.68976853,-73.97132229,302,35,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","1012-2016-ASWC","Unenclosed",235,6,24,"Application Review Completed",2016-05-06,2018-04-15,NA,2016-02-01,"Ready For Review","2/1/2016","Approved","3/29/2016","Pending Review","2/2/2016","Review Period Expired","3/24/2016","Recommendation Issued","3/24/2016","SWC Public Hearing","3/23/2016","Approved","5/6/2016","Approved","5/6/2016","Issued","5/6/2016","BROOKLYN","ACTIVE","ACTIVE",27.78091,0,13970,"Brooklyn","NY",20789,7256,"24.46%",35.7824,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.694214,-73.96529,"Brooklyn Heights & Fort Greene",2016
"25",11205,"1247610-DCA","Active","243 DEKALB AVE. REST. CORP.",NA,"243","DEKALB AVE","BROOKLYN","NY","Unenclosed",112,6,12,"41225718",40.689672,-73.96951578,302,35,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","27447-2015-RSWC","Unenclosed",112,6,12,"Application Review Completed",2016-01-19,2017-12-15,NA,2015-10-22,"Ready For Review","10/22/2015","Approved","12/17/2015","Pending Review","10/23/2015","Review Period Expired","12/13/2015","Waived","12/14/2015",NA,NA,"Approved","1/19/2016","Approved","1/19/2016","Issued","1/19/2016","BROOKLYN","ACTIVE","ACTIVE",27.78091,0,13970,"Brooklyn","NY",20789,7256,"24.46%",35.7824,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.694214,-73.96529,"Brooklyn Heights & Fort Greene",2015
"26",11205,"2011216-DCA","Active","REGULAR WOW LLC","THE GREAT GEORGIANA","248","DEKALB AVE","BROOKLYN","NY","Unenclosed",357,17,36,"50002020",40.68925747,-73.96925995,302,35,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","12394-2016-RSWC","Unenclosed",357,17,36,"Application Review Completed",2017-01-25,2018-09-15,NA,2016-09-15,"Ready For Review","9/15/2016","Approved","11/14/2016","Pending Review","9/15/2016","Review Period Expired","11/9/2016","Waived","11/14/2016",NA,NA,"Approved","1/25/2017","Approved","1/25/2017","Issued","1/25/2017","BROOKLYN","ACTIVE","ACTIVE",27.78091,0,13970,"Brooklyn","NY",20789,7256,"24.46%",35.7824,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.694214,-73.96529,"Brooklyn Heights & Fort Greene",2016
"27",11205,"1391086-DCA","Active","419 MYRTLE REST, CORP.","PUTNAM'S","419","MYRTLE AVE","BROOKLYN","NY","Unenclosed",677,31,70,"41584296",40.69331967,-73.96904532,302,35,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","25314-2015-RSWC","Unenclosed",677,31,70,"Application Review Completed",2015-11-13,2017-09-15,NA,2015-08-13,"Ready For Review","8/13/2015","Approved","8/14/2015","Pending Review","8/13/2015","Review Period Expired","10/4/2015","Recommendation Issued","10/13/2015","SWC Public Hearing","9/30/2015","Review Period Expired","11/3/2015","Approved","11/13/2015","Issued","11/13/2015","BROOKLYN","ACTIVE","ACTIVE",27.78091,0,13970,"Brooklyn","NY",20789,7256,"24.46%",35.7824,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.694214,-73.96529,"Brooklyn Heights & Fort Greene",2015
"28",11205,"1454243-DCA","Active","LULU AND PO L.L.C.",NA,"154","CARLTON AVE","BROOKLYN","NY","Unenclosed",140,4,14,"41651482",40.69305989,-73.97291476,302,35,"http://www.nyc.gov/html/bkncb2/html/home/home.shtml","11360-2016-RSWC","Unenclosed",140,4,14,"Application Review Completed",2016-12-19,2018-09-15,NA,2016-08-30,"Ready For Review","8/30/2016","Approved",NA,"Pending Review",NA,"Pending Review",NA,"Pending Review",NA,NA,NA,"Pending Review",NA,"Pending Review",NA,"Issued","12/19/2016","BROOKLYN","ACTIVE","ACTIVE",27.78091,0,13970,"Brooklyn","NY",20789,7256,"24.46%",35.7824,"Brooklyn Heights & Fort Greene",71.7936,"Brooklyn","NY",40.694214,-73.96529,"Brooklyn Heights & Fort Greene",2016
"29",11206,"1425047-DCA","Active","MICADO BROOKLYN LLC","THE ANCHORED INN","57","WATERBURY ST","BROOKLYN","NY","Unenclosed",242,5,30,"41566334",40.70914948,-73.93717419,301,34,"http://www.nyc.gov/brooklyncb1","5185-2016-RSWC","Unenclosed",242,5,30,"Application Review Completed",2016-03-25,2018-04-15,NA,2016-03-25,"Ready For Review","3/25/2016","Approved",NA,"Proceed","3/25/2016","Review Period Expired","3/25/2016","Waived","3/25/2016",NA,NA,"Approved","3/25/2016","Approved","3/25/2016","Issued","3/25/2016","BROOKLYN","ACTIVE","ACTIVE",1.143559,0,23569,"Brooklyn","NY",38688,15734,"7.53%",27.8283,"Bedford-Stuyvesant",33.59786667,"Brooklyn","NY",40.702348,-73.94288,"Bedford-Stuyvesant",2016
"30",11206,"2011786-DCA","Active","THE GUILD OF LIQUIDUS INTENT, LLC",NA,"12","GRATTAN ST","BROOKLYN","NY","Unenclosed",168,9,18,"41511019",40.70527409,-73.93270909,301,34,"http://www.nyc.gov/brooklyncb1","12119-2016-RSWC","Unenclosed",168,9,18,"Application Review Completed",2017-01-03,2018-09-15,NA,2016-09-12,"Ready For Review","9/12/2016","Approved","11/3/2016","Pending Review","9/12/2016","Review Period Expired","11/3/2016","Waived","11/3/2016",NA,NA,"Approved","1/3/2017","Approved","1/3/2017","Issued","1/3/2017","BROOKLYN","ACTIVE","ACTIVE",1.143559,0,23569,"Brooklyn","NY",38688,15734,"7.53%",27.8283,"Bedford-Stuyvesant",33.59786667,"Brooklyn","NY",40.702348,-73.94288,"Bedford-Stuyvesant",2016
