"","ZIP","LICENSE_NBR","LIC_STATUS","BUSINESS_NAME","BUSINESS_NAME2","BUILDING","STREET","CITY","STATE","SWC_TYPE","SWC_SQ_FT","SWC_TABLES","SWC_CHAIRS","DOHMH","LATITUDE","LONGITUDE","COMMUNITY_DISTRICT","CITY_COUNCIL_DISTRICT","CD_URL","APP_ID","APP_SWC_TYPE","APP_SQ_FT","APP_TABLES","APP_CHAIRS","APP_STATUS","APP_STATUS_DATE","EXPIRATION_DATE","APP_TOO_DATE","SUBMIT_DATE","INTAKE","INTAKE_DD","DPQA","SEND_PACKAGE_DD","CP","CP_DD","CB","CB_DD","HEARING","HEARING_DD","HEARING_PUBLIC","HEARING_PUBLIC_DD","CC","CC_DD","MOO","MOO_DD","ISSUANCE","ISSUANCE_DD","BOROUGH","STATUS_CLASSIFICATION","STATUS_CLASSIFICATION2","percentile","superzip","rank","city.x","state.x","adultpop","households","college","income.","area","avg","city.y","state.y","latitude","longitude","nbh","SUBMIT_YEAR"
"11",11101,"1165566-DCA","Inactive","SAL & VIK CORP.","Bella Via Restaurant","4746","VERNON BLVD","LONG ISLAND CITY","NY","Unenclosed",392,17,36,"40925478",40.74428197,-73.95370568,402,26,"http://www.cb2queens.org/","17057-2015-RSWC","Unenclosed",392,17,36,"Application Review Completed",2015-08-20,2016-09-15,NA,2015-04-21,"Ready For Review","4/21/2015","Approved","6/19/2015",NA,NA,"Recommend Approval","6/8/2015","Waived","6/15/2015",NA,NA,"Approved","7/24/2015","Approved","7/24/2015","Issued","8/12/2015","QUEENS","OLD","OLD",23.32383,0,15370,"Long Island City","NY",16409,5625,"20.60%",38.7624,"Astoria & Long Island City",51.10682,"Long Island City","NY",40.745341,-73.93907,"Long Island City",2015
"12",11101,"2038113-DCA","Active","ESTRELLA DO NORTE RESTAURANT, INC","BEIJA-FLOR","3802","29TH ST","LONG ISLAND CITY","NY","Unenclosed",267,13,26,"50005087",40.75443052,-73.9337206,401,26,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","3852-2016-ASWC","Unenclosed",267,13,26,"Application Review Completed",2016-07-26,2018-09-15,NA,2016-03-29,"Ready For Review","3/29/2016","Approved","3/30/2016","Pending Review","3/30/2016","Review Period Expired","5/20/2016","Recommendation Issued","5/25/2016","SWC Public Hearing","5/25/2016","Review Period Expired","6/15/2016","Approved","7/26/2016","Issued","7/26/2016","QUEENS","ACTIVE","ACTIVE",23.32383,0,15370,"Long Island City","NY",16409,5625,"20.60%",38.7624,"Astoria & Long Island City",51.10682,"Long Island City","NY",40.745341,-73.93907,"Long Island City",2016
"13",11102,"1255149-DCA","Active","DULJO CORP.","BROTHERS PIZZA","3050","14TH ST","ASTORIA","NY","Unenclosed",126,6,12,"41158746",40.76971717,-73.93104826,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","23527-2015-RSWC","Unenclosed",126,6,12,"Application Review Completed",2015-10-01,2017-09-15,NA,2015-07-15,"Ready For Review","7/15/2015","Approved","9/9/2015","Pending Review","7/15/2015","Review Period Expired","9/4/2015","Waived","9/8/2015",NA,NA,"Approved","10/1/2015","Approved","10/1/2015","Issued","10/1/2015","QUEENS","ACTIVE","ACTIVE",46.91633,0,8930,"Astoria","NY",24353,8080,"25.78%",50.3216,"Astoria & Long Island City",51.10682,"Astoria","NY",40.771286,-73.92462,"Astoria",2015
"14",11102,"1219506-DCA","Active","PLAZA PATISSERIE, INC.",NA,"2920","30TH AVE","ASTORIA","NY","Unenclosed",476,14,37,"40726984",40.76737627,-73.92295684,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","11206-2016-RSWC","Unenclosed",476,14,37,"Application Review Completed",2016-08-26,2018-09-15,NA,2016-08-26,"Ready For Review","8/26/2016","Approved",NA,"Proceed","8/26/2016","Review Period Expired","8/26/2016","Waived","8/26/2016",NA,NA,"Approved","8/26/2016","Approved","8/26/2016","Issued","8/26/2016","QUEENS","ACTIVE","ACTIVE",46.91633,0,8930,"Astoria","NY",24353,8080,"25.78%",50.3216,"Astoria & Long Island City",51.10682,"Astoria","NY",40.771286,-73.92462,"Astoria",2016
"15",11102,"2010802-DCA","Active","ASTORIA BRICK, LLC",NA,"3095","33RD ST","ASTORIA","NY","Unenclosed",892,26,60,"50012273",40.76371931,-73.92153515,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","33181-2015-RSWC","Unenclosed",892,26,60,"Application Review Completed",2016-05-06,2017-12-15,NA,2015-12-15,"Ready For Review","12/15/2015","Approved","12/15/2015","Pending Review","12/15/2015","Review Period Expired","2/4/2016","Waived","3/16/2016",NA,NA,"Review Period Expired","4/6/2016","Approved","5/6/2016","Issued","5/6/2016","QUEENS","ACTIVE","ACTIVE",46.91633,0,8930,"Astoria","NY",24353,8080,"25.78%",50.3216,"Astoria & Long Island City",51.10682,"Astoria","NY",40.771286,-73.92462,"Astoria",2015
"16",11102,"1460864-DCA","Active","WIN WIN DISTRIBUTION INC.",NA,"2858","32ST ST","ASTORIA","NY","Unenclosed",84,2,8,"41666477",40.76753131,-73.92088084,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","30499-2015-RSWC","Unenclosed",84,2,8,"Application Review Completed",2016-05-09,2017-12-15,NA,2015-11-20,"Ready For Review","11/20/2015","Approved","11/23/2015","Pending Review","11/23/2015","Review Period Expired","1/13/2016","Waived","3/16/2016",NA,NA,"Review Period Expired","4/6/2016","Approved","5/9/2016","Issued","5/9/2016","QUEENS","ACTIVE","ACTIVE",46.91633,0,8930,"Astoria","NY",24353,8080,"25.78%",50.3216,"Astoria & Long Island City",51.10682,"Astoria","NY",40.771286,-73.92462,"Astoria",2015
"17",11102,"2043837-DCA","Active","BISCUITERIA LLC",NA,"3207","30TH AVE","ASTORIA","NY","Enclosed",397,16,46,"50035197",40.76656755,-73.92035853,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","5360-2015-ASWC","Enclosed",397,16,46,"Application Review Completed",2017-03-06,2018-05-15,NA,2015-04-22,"Ready For Review","4/30/2015","Approved","4/30/2015","Proceed Objections Cured","7/19/2016","Review Period Expired","7/20/2016","Recommendation Issued","9/9/2016","SWC Public Hearing","9/7/2016","Review Period Expired","10/10/2016","Approved","3/6/2017","Issued","3/6/2017","QUEENS","ACTIVE","ACTIVE",46.91633,0,8930,"Astoria","NY",24353,8080,"25.78%",50.3216,"Astoria & Long Island City",51.10682,"Astoria","NY",40.771286,-73.92462,"Astoria",2015
"18",11102,"2025202-DCA","Active","BISCUITERIA LLC",NA,"3207","30TH AVE","ASTORIA","NY","Unenclosed",1190,23,64,"50035197",40.76656755,-73.92035853,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","5531-2015-ASWC","Unenclosed",1190,23,64,"Application Review Completed",2015-08-19,2017-12-15,NA,2015-04-24,"Ready For Review","4/24/2015","Approved","7/8/2015",NA,NA,"Recommend Approval","6/17/2015","Recommendation Issued","6/17/2015","SWC Public Hearing",NA,"Approved","7/27/2015","Approved","8/11/2015","Issued","8/10/2015","QUEENS","ACTIVE","ACTIVE",46.91633,0,8930,"Astoria","NY",24353,8080,"25.78%",50.3216,"Astoria & Long Island City",51.10682,"Astoria","NY",40.771286,-73.92462,"Astoria",2015
"19",11102,"1418049-DCA","Active","MZ RESTAURANT GROUP LLC","BURGER CLUB","3202","30TH AVE","ASTORIA","NY","Unenclosed",383,9,34,"41620030",40.76625478,-73.92054663,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","10769-2016-RSWC","Unenclosed",383,9,34,"Application Review Completed",2016-08-17,2018-09-15,"9/30/2016",2016-08-17,"Ready For Review","8/17/2016","Approved",NA,"Pending Review",NA,"Pending Review",NA,"Pending Review",NA,NA,NA,"Pending Review",NA,"Pending Review",NA,"Issued","8/17/2016","QUEENS","ACTIVE","ACTIVE",46.91633,0,8930,"Astoria","NY",24353,8080,"25.78%",50.3216,"Astoria & Long Island City",51.10682,"Astoria","NY",40.771286,-73.92462,"Astoria",2016
"20",11102,"2041100-DCA","Active","ASTORIA CRAFT LLC","ASTORIA CRAFT","1801","26TH RD","ASTORIA","NY","Unenclosed",328,11,31,"50036222",40.77332956,-73.92709472,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","7102-2016-ASWC","Unenclosed",328,11,31,"Application Review Completed",2016-08-24,2018-12-15,NA,2016-05-26,"Ready For Review","5/26/2016","Approved","8/1/2016","Pending Review","5/31/2016","Recommend Approval","6/27/2016","Recommendation Issued","7/27/2016","SWC Public Hearing","7/20/2016","Approved","8/24/2016","Approved","8/24/2016","Issued","8/24/2016","QUEENS","ACTIVE","ACTIVE",46.91633,0,8930,"Astoria","NY",24353,8080,"25.78%",50.3216,"Astoria & Long Island City",51.10682,"Astoria","NY",40.771286,-73.92462,"Astoria",2016
"21",11102,"2023882-DCA","Active","MELOUTA CORP","BZ GRILL","2702","ASTORIA BLVD","ASTORIA","NY","Unenclosed",141,6,14,"41121747",40.77072639,-73.92116587,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","4096-2015-ASWC","Unenclosed",141,6,14,"Application Review Completed",2015-07-23,2017-12-15,NA,2015-04-03,"Ready For Review","4/3/2015","Approved","6/10/2015",NA,NA,"Recommend Approval","6/1/2015","Recommendation Issued","6/3/2015","SWC Public Hearing",NA,"Approved","7/10/2015","Approved","7/10/2015","Issued","7/23/2015","QUEENS","ACTIVE","ACTIVE",46.91633,0,8930,"Astoria","NY",24353,8080,"25.78%",50.3216,"Astoria & Long Island City",51.10682,"Astoria","NY",40.771286,-73.92462,"Astoria",2015
"22",11102,"1281431-DCA","Active","BEN TAS CORP.","OTHELLO DELI","2619","24TH AVE","ASTORIA","NY","Unenclosed",185,4,12,"41324916",40.77421546,-73.91795564,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","8316-2016-RSWC","Unenclosed",185,4,12,"Pending Review",2017-03-21,2017-06-21,"6/21/2017",2016-05-19,"Ready For Review","5/19/2016","Issued Temp Op Letter",NA,"Proceed","5/19/2016","Recommend Approval","5/19/2016","Waived","5/19/2016",NA,NA,"Approved","5/19/2016","Approved","5/19/2016","Pending Review",NA,"QUEENS","RENEWAL","ACTIVE",46.91633,0,8930,"Astoria","NY",24353,8080,"25.78%",50.3216,"Astoria & Long Island City",51.10682,"Astoria","NY",40.771286,-73.92462,"Astoria",2016
"23",11103,"1414518-DCA","Active","3801 BROADWAY RESTAURANT CORP.","LAS MARGARITAS","3801","BROADWAY","ASTORIA","NY","Unenclosed",535,11,44,"41226135",40.75949107,-73.91959091,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","32591-2015-RSWC","Unenclosed",535,11,44,"Application Review Completed",2016-03-14,2017-12-15,"6/15/2016",2015-12-09,"Ready For Review","12/9/2015","Approved","2/1/2016","Pending Review","12/10/2015","Review Period Expired","1/29/2016","Waived","1/29/2016",NA,NA,"Approved","3/14/2016","Approved","3/14/2016","Issued","3/14/2016","QUEENS","ACTIVE","ACTIVE",48.70462,0,8538,"Astoria","NY",31029,10105,"24.00%",55.2683,"Astoria & Long Island City",51.10682,"Astoria","NY",40.762968,-73.91091,"Astoria",2015
"24",11103,"2035429-DCA","Active","NYCBCH LLC",NA,"4005","BROADWAY","QUEENS","NY","Unenclosed",165,8,16,"50039494",40.75902382,-73.91868184,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","1378-2016-ASWC","Unenclosed",165,8,16,"Application Review Completed",2016-05-31,2018-09-15,NA,2016-02-09,"Ready For Review","2/9/2016","Approved","4/29/2016","Pending Review","2/9/2016","Review Period Expired","3/31/2016","Recommendation Issued","4/11/2016","SWC Public Hearing","3/30/2016","Approved","5/31/2016","Approved","5/31/2016","Issued","5/31/2016","QUEENS","ACTIVE","ACTIVE",48.70462,0,8538,"Astoria","NY",31029,10105,"24.00%",55.2683,"Astoria & Long Island City",51.10682,"Astoria","NY",40.762968,-73.91091,"Astoria",2016
"25",11103,"2042124-DCA","Active","ST. GEORGE HOLDING, CORP","EL BASURERO BAR RESTAURANT","3217","STEINWAY ST","ASTORIA","NY","Unenclosed",238,5,20,"40993070",40.75840664,-73.91923487,401,26,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","4910-2016-ASWC","Unenclosed",238,5,20,"Application Review Completed",2016-09-08,2018-12-15,NA,2016-04-18,"Ready For Review","4/19/2016","Approved","4/19/2016","Pending Review","4/19/2016","Review Period Expired","6/9/2016","Recommendation Issued","8/3/2016","SWC Public Hearing","6/8/2016","Review Period Expired","8/29/2016","Approved","9/8/2016","Issued","9/8/2016","QUEENS","ACTIVE","ACTIVE",48.70462,0,8538,"Astoria","NY",31029,10105,"24.00%",55.2683,"Astoria & Long Island City",51.10682,"Astoria","NY",40.762968,-73.91091,"Astoria",2016
"26",11103,"2032424-DCA","Active","TIG ASTORIA LLC","SWEET AFTON","3009","34TH ST","ASTORIA","NY","Unenclosed",116,5,10,"41432714",40.76535357,-73.91920478,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","15376-2015-ASWC","Unenclosed",116,5,10,"Application Review Completed",2016-04-04,2018-12-15,NA,2015-11-20,"Ready For Review","11/20/2015","Approved","1/14/2016","Pending Review","11/20/2015","Review Period Expired","1/10/2016","Recommendation Issued","1/14/2016","SWC Public Hearing","1/6/2016","Approved","3/14/2016","Approved","3/14/2016","Issued","4/4/2016","QUEENS","ACTIVE","ACTIVE",48.70462,0,8538,"Astoria","NY",31029,10105,"24.00%",55.2683,"Astoria & Long Island City",51.10682,"Astoria","NY",40.762968,-73.91091,"Astoria",2015
"27",11103,"2001325-DCA","Active","OLIVER'S ASTORIA, LLC","OLIVER'S GASTROPUB","3719","BROADWAY","ASTORIA","NY","Unenclosed",374,18,36,"50003105",40.75961491,-73.92006724,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","33182-2015-RSWC","Unenclosed",374,18,36,"Application Review Completed",2016-03-31,2017-12-15,NA,2015-12-15,"Ready For Review","12/15/2015","Approved","2/8/2016","Pending Review","12/15/2015","Review Period Expired","2/4/2016","Waived","2/8/2016",NA,NA,"Approved","3/31/2016","Approved","3/31/2016","Issued","3/31/2016","QUEENS","ACTIVE","ACTIVE",48.70462,0,8538,"Astoria","NY",31029,10105,"24.00%",55.2683,"Astoria & Long Island City",51.10682,"Astoria","NY",40.762968,-73.91091,"Astoria",2015
"28",11103,"2019413-DCA","Active","SIBECA CORPORATION","POLLOS MARIO","4019","BROADWAY","ASTORIA","NY","Enclosed",366,10,30,"40596549",40.75886152,-73.91816586,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","2849-2015-ASWC","Enclosed",366,10,30,"Application Review Completed",2015-09-22,2017-05-15,NA,2015-03-12,"Ready For Review","3/12/2015","Approved","3/13/2015","Proceed","3/31/2015","Recommend Approval","4/28/2015","Recommendation Issued","5/20/2015","SWC Public Hearing",NA,"Review Period Expired","6/10/2015","Approved","8/10/2015","Issued","9/22/2015","QUEENS","ACTIVE","ACTIVE",48.70462,0,8538,"Astoria","NY",31029,10105,"24.00%",55.2683,"Astoria & Long Island City",51.10682,"Astoria","NY",40.762968,-73.91091,"Astoria",2015
"29",11103,"2004088-DCA","Active","VEMC GROUP CORP.","SHADY LADY","34-19","30TH AVENUE","ASTORIA","NY","Unenclosed",334,14,36,"41712479",40.76563554,-73.91815754,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","30800-2016-RSWC","Unenclosed",334,14,36,"Pending Review",2017-03-06,2017-03-31,"3/31/2017",2016-12-15,"Ready For Review","12/15/2016","Issued Temp Op Letter","2/6/2017","Pending Review","12/15/2016","Review Period Expired","2/4/2017","Waived","2/6/2017",NA,NA,"Filed Recommendation","2/6/2017","Pending Review",NA,"Pending Review",NA,"QUEENS","RENEWAL","ACTIVE",48.70462,0,8538,"Astoria","NY",31029,10105,"24.00%",55.2683,"Astoria & Long Island City",51.10682,"Astoria","NY",40.762968,-73.91091,"Astoria",2016
"30",11103,"1451850-DCA","Active","VEM GROUP CORP.","CRAVE","2855","36TH ST","ASTORIA","NY","Unenclosed",231,5,10,"41452652",40.7651679,-73.91671773,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","29572-2016-RSWC","Unenclosed",231,5,10,"Application Review Completed",2016-12-20,2018-12-15,NA,2016-12-12,"Ready For Review","12/12/2016","Approved",NA,"Pending Review",NA,"Pending Review",NA,"Pending Review",NA,NA,NA,"Pending Review",NA,"Pending Review",NA,"Issued","12/20/2016","QUEENS","ACTIVE","ACTIVE",48.70462,0,8538,"Astoria","NY",31029,10105,"24.00%",55.2683,"Astoria & Long Island City",51.10682,"Astoria","NY",40.762968,-73.91091,"Astoria",2016
"31",11103,"2022425-DCA","Active","AFB LOUNGE, LLC","BRIK LOUNGE AND KITCHEN","3216","STEINWAY ST","ASTORIA","NY","Unenclosed",85,4,16,"50012102",40.75859897,-73.91950897,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","2942-2015-ASWC","Unenclosed",85,4,16,"Application Review Completed",2015-06-10,2017-04-15,NA,2015-03-13,"Ready For Review","3/16/2015","Approved","3/16/2015",NA,NA,"Recommend Approval","3/27/2015","Recommendation Issued","5/6/2015","SWC Public Hearing",NA,"Review Period Expired","6/1/2015","Approved","6/6/2015","Issued","6/10/2015","QUEENS","ACTIVE","ACTIVE",48.70462,0,8538,"Astoria","NY",31029,10105,"24.00%",55.2683,"Astoria & Long Island City",51.10682,"Astoria","NY",40.762968,-73.91091,"Astoria",2015
"32",11103,NA,"Inactive","35-14 30TH AVE CORP","LELI'S BAKERY & PASTRY SHOP","3514","30TH AVE","ASTORIA","NY","Unenclosed",NA,6,12,"50058008",40.76495743,-73.91793094,401,22,"http://www.nyc.gov/html/qnscb1/html/home/home.shtml","2156-2017-ASWC","Unenclosed",NA,6,12,"Pending Review",2017-03-01,NA,NA,2017-02-23,"Ready For Review","3/1/2017","Under Review","3/1/2017","Pending Review","3/1/2017","Pending Review","3/1/2017","Pending Review",NA,"SWC Public Hearing","4/19/2017","Pending Review",NA,"Pending Review",NA,"Pending Review",NA,"QUEENS","NEW","NEW",48.70462,0,8538,"Astoria","NY",31029,10105,"24.00%",55.2683,"Astoria & Long Island City",51.10682,"Astoria","NY",40.762968,-73.91091,"Astoria",2017
