"","ZIP","LICENSE_NBR","LIC_STATUS","BUSINESS_NAME","BUSINESS_NAME2","BUILDING","STREET","CITY","STATE","SWC_TYPE","SWC_SQ_FT","SWC_TABLES","SWC_CHAIRS","DOHMH","LATITUDE","LONGITUDE","COMMUNITY_DISTRICT","CITY_COUNCIL_DISTRICT","CD_URL","APP_ID","APP_SWC_TYPE","APP_SQ_FT","APP_TABLES","APP_CHAIRS","APP_STATUS","APP_STATUS_DATE","EXPIRATION_DATE","APP_TOO_DATE","SUBMIT_DATE","INTAKE","INTAKE_DD","DPQA","SEND_PACKAGE_DD","CP","CP_DD","CB","CB_DD","HEARING","HEARING_DD","HEARING_PUBLIC","HEARING_PUBLIC_DD","CC","CC_DD","MOO","MOO_DD","ISSUANCE","ISSUANCE_DD","BOROUGH","STATUS_CLASSIFICATION","STATUS_CLASSIFICATION2","percentile","superzip","rank","city.x","state.x","adultpop","households","college","income.","area","avg","city.y","state.y","latitude","longitude","nbh","SUBMIT_YEAR"
"11",10001,"1388245-DCA","Active","FRIEDFIELD BRESLIN, LLC","THE JOHN DORY OYSTER BAR","1186","BROADWAY","NEW YORK","NY","Unenclosed",432,13,26,"41533092",40.74566307,-73.98846227,105,4,"http://www.cb5.org","19407-2015-RSWC","Unenclosed",432,13,26,"Application Review Completed",2015-10-15,2017-04-15,NA,2015-05-19,"Ready For Review","5/19/2015","Approved","7/16/2015","Pending Review","5/28/2015","Recommend Approval","7/11/2015","Recommendation Issued","7/11/2015",NA,NA,"Review Period Expired","10/15/2015","Approved","10/15/2015","Issued","10/15/2015","MANHATTAN","ACTIVE","ACTIVE",78.93413,0,3120,"Manhattan","NY",12961,2711,"50.16%",58.3699,"Chelsea, Clinton & Midtown Business District",85.76612,"New York","NY",40.750742,-73.99653,"Midtown",2015
"12",10001,"2024047-DCA","Active","SIXTH AVENUE RESTAURANT MANAGEMENT LLC","L' AMICO","839","AVENUE OF THE AMERICAS","NEW YORK","NY","Unenclosed",420,18,36,NA,40.74712892,-73.99009329,105,3,"http://www.cb5.org","4334-2015-ASWC","Unenclosed",420,18,36,"Application Review Completed",2016-05-16,2017-04-15,"6/30/2016",2015-04-07,"Ready For Review","4/11/2015","Approved","6/10/2015","Pending Review","4/11/2015","Recommend Denial","5/15/2015","Recommendation Issued","6/8/2015","SWC Public Hearing",NA,"Review Period Expired","4/22/2016","Approved","5/16/2016","Issued","5/16/2016","MANHATTAN","ACTIVE","ACTIVE",78.93413,0,3120,"Manhattan","NY",12961,2711,"50.16%",58.3699,"Chelsea, Clinton & Midtown Business District",85.76612,"New York","NY",40.750742,-73.99653,"Midtown",2015
"13",10001,"2026474-DCA","Active","TARENTUM LTD","ULIVO","4","W 28TH ST","NEW YORK","NY","Unenclosed",87,3,8,"50035437",40.74474351,-73.98783449,105,2,"http://www.cb5.org","8201-2015-ASWC","Unenclosed",87,3,8,"Application Review Completed",2016-03-04,2017-12-15,NA,2015-06-10,"Ready For Review","6/10/2015","Approved","8/4/2015","Pending Review","6/11/2015","Recommend Approval","7/29/2015","Recommendation Issued","7/29/2015","SWC Public Hearing","7/29/2015","Approved","3/4/2016","Approved","3/4/2016","Issued","3/4/2016","MANHATTAN","ACTIVE","ACTIVE",78.93413,0,3120,"Manhattan","NY",12961,2711,"50.16%",58.3699,"Chelsea, Clinton & Midtown Business District",85.76612,"New York","NY",40.750742,-73.99653,"Midtown",2015
"14",10002,"2009334-DCA","Active","DCB DELANCEY CORPORATION","SEL RROSE","1","DELANCEY ST","NEW YORK","NY","Regular Unenclosed/Small Unenclosed",560,15,51,"41703928",40.71997532,-73.99378422,103,1,"http://www.nyc.gov/manhattancb3","30584-2016-RSWC","Regular Unenclosed/Small Unenclosed",560,15,51,"Pending Review",2017-03-04,2017-05-22,"5/22/2017",2016-12-14,"Ready For Review","12/14/2016","Issued Temp Op Letter","2/6/2017","Pending Review","12/14/2016","Review Period Expired","2/4/2017","Waived","2/6/2017",NA,NA,"Filed Recommendation","2/6/2017","Pending Review",NA,"Pending Review",NA,"MANHATTAN","RENEWAL","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2016
"15",10002,"2011961-DCA","Active","UBER CAFFE, LLC",NA,"116","STANTON ST","NEW YORK","NY","Unenclosed",75,6,12,"41567796",40.72121541,-73.98719663,103,1,"http://www.nyc.gov/manhattancb3","6423-2016-RSWC","Unenclosed",75,6,12,"Application Review Completed",2016-07-19,2018-04-15,NA,2016-04-11,"Ready For Review","4/11/2016","Approved","6/20/2016","Pending Review","4/12/2016","Review Period Expired","6/5/2016","Waived","6/17/2016",NA,NA,"Approved","7/19/2016","Approved","7/19/2016","Issued","7/19/2016","MANHATTAN","ACTIVE","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2016
"16",10002,"1454246-DCA","Active","BARNORTH GROUP LLC","GREY LADY","77","DELANCEY ST","NEW YORK","NY","Unenclosed",254,4,16,"41651295",40.71883325,-73.99012274,103,1,"http://www.nyc.gov/manhattancb3","26449-2015-RSWC","Unenclosed",254,4,16,"Application Review Completed",2015-12-10,2017-09-15,NA,2015-09-18,"Ready For Review","9/18/2015","Approved","11/10/2015","Pending Review","9/18/2015","Review Period Expired","11/8/2015","Waived","11/9/2015",NA,NA,"Approved","12/10/2015","Approved","12/10/2015","Issued","12/10/2015","MANHATTAN","ACTIVE","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2015
"17",10002,"2028017-DCA","Active","PAULANER BRAUHAUS & RESTAURANT LLC",NA,"265","BOWERY","NEW YORK","NY","Unenclosed",242,12,24,"50002108",40.72340346,-73.9926619,103,1,"http://www.nyc.gov/manhattancb3","9286-2015-ASWC","Unenclosed",242,12,24,"Application Review Completed",2015-10-02,2017-04-15,NA,2015-07-01,"Ready For Review","7/1/2015","Approved","9/9/2015",NA,NA,"Review Period Expired","8/19/2015","Recommendation Issued","8/19/2015","SWC Public Hearing","8/19/2015","Approved","10/1/2015","Approved","10/1/2015","Issued","10/2/2015","MANHATTAN","ACTIVE","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2015
"18",10002,NA,"Inactive","SAUCE MANAGEMENT LLC","SAUCE","78","RIVINGTON ST","NEW YORK","NY","Unenclosed",NA,17,34,"50056213",40.72048003,-73.98933605,103,1,"http://www.nyc.gov/manhattancb3","806-2017-ASWC","Unenclosed",NA,17,34,"Pending Review",2017-01-27,NA,NA,2017-01-24,"Ready For Review","1/24/2017","Under Review","1/27/2017","Pending Review","1/27/2017","Review Period Expired","3/19/2017","Pending Review","3/19/2017","SWC Public Hearing","3/15/2017","Pending Review",NA,"Pending Review",NA,"Pending Review",NA,"MANHATTAN","NEW","NEW",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2017
"19",10002,"2039148-DCA","Inactive","MFM BRANDY LLC","COPPER & OAK","157","ALLEN ST","NEW YORK","NY","Unenclosed",52,2,5,"50011673",40.7210647,-73.98968229,103,1,"http://www.nyc.gov/manhattancb3","5197-2016-ASWC","Unenclosed",52,2,5,"Application Review Completed",2016-09-08,2018-12-15,NA,2016-04-22,"Ready For Review","4/22/2016","Approved","6/20/2016","Pending Review","4/22/2016","Recommend Approval","6/1/2016","Recommendation Issued","6/17/2016","SWC Public Hearing","6/8/2016","Approved","9/8/2016","Approved","9/8/2016","Issued","9/8/2016","MANHATTAN","OLD","OLD",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2016
"20",10002,"1414794-DCA","Active","168 ORCHARD ST PARTNERS, INC.",NA,"168","ORCHARD ST","NEW YORK","NY","Small Unenclosed",366,12,24,"41629167",40.7212677,-73.98849896,103,1,"http://www.nyc.gov/manhattancb3","31600-2015-RSWC","Small Unenclosed",366,12,24,"Application Review Completed",2016-03-17,2017-12-15,NA,2015-12-01,"Ready For Review","12/1/2015","Approved","2/1/2016","Pending Review","12/1/2015","Review Period Expired","1/22/2016","Recommendation Issued","1/29/2016","SWC Public Hearing","1/20/2016","Approved","3/17/2016","Approved","3/17/2016","Issued","3/17/2016","MANHATTAN","ACTIVE","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2015
"21",10002,"2045870-DCA","Active","SERAFINA LUDLOW CORP",NA,"98","RIVINGTON ST","NEW YORK","NY","Unenclosed",207,8,16,"50057824",40.72025762,-73.98843781,103,1,"http://www.nyc.gov/manhattancb3","27683-2016-ASWC","Unenclosed",207,8,16,"Application Review Completed",2017-01-06,2017-04-15,NA,2016-11-23,"Ready For Review","11/23/2016","Approved","11/25/2016","Pending Review","11/23/2016","Pending Review","11/23/2016","Pending Review","11/23/2016",NA,NA,"Pending Review","11/23/2016","Approved","1/6/2017","Issued","1/6/2017","MANHATTAN","ACTIVE","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2016
"22",10002,"1459845-DCA","Active","TWO BIKES, LLC","DUDLEY'S","85","ORCHARD ST","NEW YORK","NY","Small Unenclosed",75,4,8,"41060193",40.71800161,-73.99043311,103,1,"http://www.nyc.gov/manhattancb3","18202-2015-RSWC","Small Unenclosed",75,4,8,"Application Review Completed",2015-08-26,2017-04-15,NA,2015-04-28,"Ready For Review","4/29/2015","Approved","6/22/2015","Pending Review","4/29/2015","Review Period Expired","6/18/2015","Waived","6/18/2015",NA,NA,"Approved","8/21/2015","Approved","8/21/2015","Issued","8/26/2015","MANHATTAN","ACTIVE","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2015
"23",10002,"2020705-DCA","Inactive","98 RIVINGTON RESTAURANT LLC","GALLI RESTAURANT","98","RIVINGTON ST","NEW YORK","NY","Unenclosed",207,8,16,NA,40.72025762,-73.98843781,103,1,"http://www.nyc.gov/manhattancb3","1632-2015-ASWC","Unenclosed",207,8,16,"Application Review Completed",2015-05-15,2017-04-15,"6/8/2015",2015-02-13,"Ready For Review","2/19/2015","Approved","2/19/2015",NA,NA,"Recommend Approval","4/13/2015","Recommendation Issued","4/13/2015","SWC Public Hearing",NA,"Approved","5/15/2015","Approved","5/15/2015","Issued","5/15/2015","MANHATTAN","OLD","OLD",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2015
"24",10002,"2036387-DCA","Active","SAIGONNYC LTD","AN CHOI","85","ORCHARD ST","NEW YORK","NY","Small Unenclosed",63,3,8,"41386399",40.71800161,-73.99043311,103,1,"http://www.nyc.gov/manhattancb3","1354-2016-ASWC","Small Unenclosed",63,3,8,"Application Review Completed",2016-06-29,2018-04-15,NA,2016-02-09,"Ready For Review","2/9/2016","Approved","4/29/2016","Pending Review","2/9/2016","Review Period Expired","3/31/2016","Recommendation Issued","4/11/2016","SWC Public Hearing","3/30/2016","Approved","6/29/2016","Approved","6/29/2016","Issued","6/29/2016","MANHATTAN","ACTIVE","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2016
"25",10002,"2005251-DCA","Active","NORMAN'S CAY GROUP LLC","NORMAN'S CAY","74","ORCHARD ST","NEW YORK","NY","Small Unenclosed",64,4,8,"50002516",40.71760087,-73.99037545,103,1,"http://www.nyc.gov/manhattancb3","3804-2016-RSWC","Small Unenclosed",64,4,8,"Application Review Completed",2016-06-29,2018-04-15,"6/16/2016",2016-03-16,"Ready For Review","3/16/2016","Approved","5/17/2016","Pending Review","3/16/2016","Review Period Expired","5/6/2016","Waived","5/10/2016",NA,NA,"Approved","6/29/2016","Approved","6/29/2016","Issued","6/29/2016","MANHATTAN","ACTIVE","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2016
"26",10002,"1458966-DCA","Active","PLAN A GROUP, LLC","FORGTMENOT","138","DIVISION ST","NEW YORK","NY","Unenclosed",134,4,16,"41665625",40.71456526,-73.99156627,103,1,"http://www.nyc.gov/manhattancb3","24821-2015-RSWC","Unenclosed",134,4,16,"Application Review Completed",2015-12-04,2017-09-15,NA,2015-08-03,"Ready For Review","8/3/2015","Approved","9/29/2015","Pending Review","8/3/2015","Review Period Expired","9/25/2015","Waived","9/29/2015",NA,NA,"Approved","12/4/2015","Approved","12/4/2015","Issued","12/4/2015","MANHATTAN","ACTIVE","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2015
"27",10002,"2038230-DCA","Active","BOWERY HOSPITALITY ASSOCIATES LLC","VANDAL","199","BOWERY","NEW YORK","NY","Unenclosed",540,17,67,"50043879",40.72115008,-73.99370114,103,1,"http://www.nyc.gov/manhattancb3","1154-2017-AMND","Unenclosed",NA,13,42,"Pending Review",2017-03-01,2018-12-15,NA,2017-03-01,"Ready For Review","3/1/2017","Under Review","3/1/2017","Pending Review","3/1/2017","Pending Review","3/1/2017","Pending Review",NA,"SWC Public Hearing","4/19/2017","Pending Review",NA,"Pending Review",NA,"Pending Review",NA,"MANHATTAN","RENEWAL","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2017
"28",10002,"2037219-DCA","Active","JETHOU LLC","PIZZA BEACH","167","ORCHARD ST","NEW YORK","NY","Small Unenclosed",264,9,18,"50038923",40.72133908,-73.98870819,103,1,"http://www.nyc.gov/manhattancb3","2656-2016-ASWC","Small Unenclosed",264,9,18,"Application Review Completed",2016-06-10,2018-09-15,NA,2016-03-09,"Ready For Review","3/9/2016","Approved","5/10/2016","Pending Review","3/9/2016","Review Period Expired","4/29/2016","Recommendation Issued","5/10/2016","SWC Public Hearing","4/27/2016","Approved","6/10/2016","Approved","6/10/2016","Issued","6/10/2016","MANHATTAN","ACTIVE","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2016
"29",10002,"1189213-DCA","Inactive","STANTON RESTAURANT CORP.",NA,"82","STANTON STREET","NEW YORK","NY","Unenclosed",241,8,16,"41080655",40.72167944,-73.98877307,103,1,"http://www.nyc.gov/manhattancb3","27095-2015-RSWC","Unenclosed",241,8,16,"Application Review Completed",2016-07-18,2015-12-15,"12/15/2015",2015-10-02,"Ready For Review","10/2/2015","Process Completed","2/8/2016",NA,NA,"Review Period Expired","11/25/2015","Waived","2/8/2016",NA,NA,"Filed Recommendation","2/8/2016",NA,NA,NA,NA,"MANHATTAN","RENEWAL","OLD",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2015
"30",10002,"1187200-DCA","Inactive","NOTEWORTHY CAFE CORP.","SUGAR CAFE","200","ALLEN ST","NEW YORK","NY","Enclosed",340,12,24,"41082707",40.72232994,-73.98868638,103,1,"http://www.nyc.gov/manhattancb3","8056-2016-RSWC","Enclosed",340,12,24,"Pending Review",2016-11-28,2016-12-28,"12/28/2016",2016-05-10,"Ready For Review","5/10/2016","Issued Temp Op Letter","5/23/2016","Pending Review","5/23/2016","Pending Review","5/23/2016","Pending Review",NA,NA,NA,"Pending Review",NA,"Pending Review",NA,"Pending Review",NA,"MANHATTAN","RENEWAL","OLD",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2016
"31",10002,"1352656-DCA","Active","THE MEATBALL SHOP LLC",NA,"84","STANTON ST","NEW YORK","NY","Unenclosed",89,3,12,"41465002",40.72167944,-73.98875503,103,1,"http://www.nyc.gov/manhattancb3","10063-2016-RSWC","Unenclosed",89,3,12,"Application Review Completed",2016-07-20,2018-09-15,NA,2016-07-20,"Ready For Review","7/20/2016","Approved",NA,"Proceed","7/20/2016","Recommend Approval","7/20/2016","Waived","7/20/2016",NA,NA,"Approved","7/20/2016","Approved","7/20/2016","Issued","7/20/2016","MANHATTAN","ACTIVE","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2016
"32",10002,"1229855-DCA","Active","LOCO 111, INC.","SAN LOCO","111","STANTON ST","NEW YORK","NY","Unenclosed",92,4,8,"40888633",40.72106997,-73.98747805,103,1,"http://www.nyc.gov/manhattancb3","4366-2016-RSWC","Unenclosed",92,4,8,"Application Review Completed",2016-03-18,2018-04-15,NA,2016-03-18,"Ready For Review","3/18/2016","Approved",NA,"Proceed","3/18/2016","Recommend Approval","3/18/2016","Waived","3/18/2016",NA,NA,"Approved","3/18/2016","Approved","3/18/2016","Issued","3/18/2016","MANHATTAN","ACTIVE","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2016
"33",10002,"1200156-DCA","Active","LA PALA LLC",NA,"198","ALLEN ST","NEW YORK","NY","Unenclosed",198,8,16,"41108999",40.72232994,-73.98869359,103,1,"http://www.nyc.gov/manhattancb3","25117-2015-RSWC","Unenclosed",198,8,16,"Application Review Completed",2016-04-15,2017-09-15,NA,2015-08-10,"Ready For Review","8/10/2015","Approved","8/24/2015","Pending Review","8/10/2015","Review Period Expired","10/14/2015","Waived","11/9/2015",NA,NA,"Review Period Expired","11/30/2015","Approved","3/22/2016","Issued","4/15/2016","MANHATTAN","ACTIVE","ACTIVE",13.30883,0,18943,"Manhattan","NY",59323,18859,"16.83%",35.786,"Chinatown & Lower East Side",70.1926,"New York","NY",40.71704,-73.987,"Lower East Side",2015
